d_loss,epoch,created_at,g_loss
0.8910325169563293,0,2019-12-13 05:21:22.979023,
-1.7830126285552979,0,2019-12-13 05:21:23.086330,0.027641020715236664
-7.237527847290039,0,2019-12-13 05:21:23.206652,
-16.39436149597168,0,2019-12-13 05:21:23.328976,
-29.40317726135254,0,2019-12-13 05:21:23.450861,
-47.295509338378906,0,2019-12-13 05:21:23.569698,
-67.18461608886719,0,2019-12-13 05:21:23.683268,
-85.94039916992188,0,2019-12-13 05:21:23.801545,
-113.26990509033203,0,2019-12-13 05:21:23.914133,
-148.41885375976562,0,2019-12-13 05:21:24.028858,
-176.78558349609375,0,2019-12-13 05:21:24.156506,
-222.80038452148438,0,2019-12-13 05:21:24.278515,
-261.36962890625,0,2019-12-13 05:21:24.389949,-20.051429748535156
-300.4214172363281,0,2019-12-13 05:21:24.502475,
-353.6290283203125,0,2019-12-13 05:21:24.619351,
-402.31011962890625,0,2019-12-13 05:21:24.737210,
-411.3935546875,0,2019-12-13 05:21:24.858111,
-509.3963928222656,0,2019-12-13 05:21:24.981200,
-569.24169921875,0,2019-12-13 05:21:25.103235,
-620.279541015625,0,2019-12-13 05:21:25.224468,
-714.13623046875,0,2019-12-13 05:21:25.349472,
-731.3969116210938,0,2019-12-13 05:21:25.465609,
-765.997802734375,0,2019-12-13 05:21:25.582015,
-883.8739624023438,0,2019-12-13 05:21:25.690965,-238.64283752441406
-979.3543090820312,0,2019-12-13 05:21:25.799723,
-1033.1173095703125,0,2019-12-13 05:21:25.915763,
-1112.900390625,0,2019-12-13 05:21:26.028644,
-1108.737060546875,0,2019-12-13 05:21:26.142755,
-1209.6279296875,0,2019-12-13 05:21:26.259433,
-1252.3394775390625,0,2019-12-13 05:21:26.371973,
-1203.632568359375,0,2019-12-13 05:21:26.489788,
-1264.254150390625,0,2019-12-13 05:21:26.607577,
-1342.3612060546875,0,2019-12-13 05:21:26.723993,
-1453.099365234375,0,2019-12-13 05:21:26.839600,
-1345.2764892578125,0,2019-12-13 05:21:26.951944,-1290.36962890625
-1467.0574951171875,0,2019-12-13 05:21:27.067650,
-1296.2476806640625,0,2019-12-13 05:21:27.184274,
-1433.705078125,0,2019-12-13 05:21:27.303204,
-1359.5003662109375,0,2019-12-13 05:21:27.419336,
-1402.92236328125,0,2019-12-13 05:21:27.540162,
-1287.4580078125,0,2019-12-13 05:21:27.657953,
-1337.97998046875,0,2019-12-13 05:21:27.778069,
-1199.6800537109375,0,2019-12-13 05:21:27.888712,
-1055.390869140625,0,2019-12-13 05:21:28.006687,
-685.2323608398438,0,2019-12-13 05:21:28.128618,
-752.2071533203125,0,2019-12-13 05:21:28.251336,-3772.326171875
-987.9344482421875,0,2019-12-13 05:21:28.370408,
-863.1040649414062,0,2019-12-13 05:21:28.486273,
-827.93359375,0,2019-12-13 05:21:28.604514,
-697.9050903320312,0,2019-12-13 05:21:28.722939,
-665.5941772460938,0,2019-12-13 05:21:28.840554,
-414.0557556152344,0,2019-12-13 05:21:28.958327,
-360.80059814453125,0,2019-12-13 05:21:29.079176,
-324.72418212890625,0,2019-12-13 05:21:29.200980,
-288.64715576171875,0,2019-12-13 05:21:29.318701,
-292.885009765625,0,2019-12-13 05:21:29.431358,
24.10639190673828,0,2019-12-13 05:21:29.547318,-6217.5791015625
52.344398498535156,0,2019-12-13 05:21:29.660441,
-93.40705871582031,0,2019-12-13 05:21:29.781582,
153.01699829101562,0,2019-12-13 05:21:29.893396,
0.9821395874023438,0,2019-12-13 05:21:30.012425,
99.22842407226562,0,2019-12-13 05:21:30.128654,
152.61631774902344,0,2019-12-13 05:21:30.245924,
208.30056762695312,0,2019-12-13 05:21:30.360311,
263.73779296875,0,2019-12-13 05:21:30.473480,
206.0498809814453,0,2019-12-13 05:21:30.591793,
256.2494201660156,0,2019-12-13 05:21:30.707756,
239.85104370117188,0,2019-12-13 05:21:30.823351,-6901.892578125
226.66802978515625,0,2019-12-13 05:21:30.939387,
269.0554504394531,0,2019-12-13 05:21:31.058263,
220.56959533691406,0,2019-12-13 05:21:31.174351,
293.6922912597656,0,2019-12-13 05:21:31.292776,
289.6718444824219,0,2019-12-13 05:21:31.404220,
188.09524536132812,0,2019-12-13 05:21:31.522032,
326.53424072265625,0,2019-12-13 05:21:31.637252,
264.07965087890625,0,2019-12-13 05:21:31.756103,
322.8829345703125,0,2019-12-13 05:21:31.872215,
