d_loss,epoch,created_at,g_loss
5449.2099609375,53,2019-12-13 05:33:56.714469,
5328.90185546875,53,2019-12-13 05:33:56.816172,
5238.0615234375,53,2019-12-13 05:33:56.926908,
5135.95556640625,53,2019-12-13 05:33:57.043304,
4854.892578125,53,2019-12-13 05:33:57.157557,
4805.80908203125,53,2019-12-13 05:33:57.272256,
4764.06298828125,53,2019-12-13 05:33:57.391521,
4932.9873046875,53,2019-12-13 05:33:57.503764,
4845.46435546875,53,2019-12-13 05:33:57.617102,-39718.14453125
4555.1123046875,53,2019-12-13 05:33:57.727852,
4517.70703125,53,2019-12-13 05:33:57.847577,
4506.7294921875,53,2019-12-13 05:33:57.972962,
4275.8798828125,53,2019-12-13 05:33:58.098139,
4253.48876953125,53,2019-12-13 05:33:58.223063,
4277.02880859375,53,2019-12-13 05:33:58.347635,
4237.3466796875,53,2019-12-13 05:33:58.472340,
4053.885498046875,53,2019-12-13 05:33:58.595817,
3880.685546875,53,2019-12-13 05:33:58.719171,-36557.03125
3929.664306640625,53,2019-12-13 05:33:58.845436,
3908.0390625,53,2019-12-13 05:33:58.972435,
3811.623046875,53,2019-12-13 05:33:59.104966,
3670.429931640625,53,2019-12-13 05:33:59.229861,
4088.422607421875,53,2019-12-13 05:33:59.355580,
3972.257080078125,53,2019-12-13 05:33:59.479381,
3533.30126953125,53,2019-12-13 05:33:59.603777,
3427.740966796875,53,2019-12-13 05:33:59.724407,
3295.422607421875,53,2019-12-13 05:33:59.847354,-33821.6484375
3631.204345703125,53,2019-12-13 05:33:59.969166,
3430.149658203125,53,2019-12-13 05:34:00.092088,
3419.647705078125,53,2019-12-13 05:34:00.214662,
3366.8564453125,53,2019-12-13 05:34:00.339727,
3246.677978515625,53,2019-12-13 05:34:00.471237,
3220.93505859375,53,2019-12-13 05:34:00.607407,
3112.745849609375,53,2019-12-13 05:34:00.736443,
3158.536376953125,53,2019-12-13 05:34:00.869695,
3073.827392578125,53,2019-12-13 05:34:01.002608,-31468.76953125
3051.83837890625,53,2019-12-13 05:34:01.139177,
3055.67333984375,53,2019-12-13 05:34:01.269763,
2842.803466796875,53,2019-12-13 05:34:01.394505,
2824.3359375,53,2019-12-13 05:34:01.520683,
2852.760498046875,53,2019-12-13 05:34:01.650832,
2703.29248046875,53,2019-12-13 05:34:01.771767,
2696.6416015625,53,2019-12-13 05:34:01.892004,
2667.204833984375,53,2019-12-13 05:34:02.022357,
2788.041015625,53,2019-12-13 05:34:02.147816,-29553.833984375
2744.563232421875,53,2019-12-13 05:34:02.271525,
2581.016357421875,53,2019-12-13 05:34:02.395378,
2649.948974609375,53,2019-12-13 05:34:02.519076,
2553.338623046875,53,2019-12-13 05:34:02.642994,
2551.51904296875,53,2019-12-13 05:34:02.764259,
2410.373291015625,53,2019-12-13 05:34:02.889699,
2422.388671875,53,2019-12-13 05:34:03.016117,
2515.90771484375,53,2019-12-13 05:34:03.137782,
2317.89697265625,53,2019-12-13 05:34:03.268610,-27848.35546875
2327.7158203125,53,2019-12-13 05:34:03.399410,
2265.95947265625,53,2019-12-13 05:34:03.524657,
2396.61572265625,53,2019-12-13 05:34:03.652994,
2236.544921875,53,2019-12-13 05:34:03.781185,
2165.22021484375,53,2019-12-13 05:34:03.907721,
2346.31298828125,53,2019-12-13 05:34:04.031031,
2097.43505859375,53,2019-12-13 05:34:04.156079,
2099.524169921875,53,2019-12-13 05:34:04.278754,
2179.67822265625,53,2019-12-13 05:34:04.408580,-26383.3671875
2157.10546875,53,2019-12-13 05:34:04.537736,
2092.0791015625,53,2019-12-13 05:34:04.665153,
2081.851318359375,53,2019-12-13 05:34:04.793611,
2052.91064453125,53,2019-12-13 05:34:04.923460,
2017.0350341796875,53,2019-12-13 05:34:05.052739,
2025.681396484375,53,2019-12-13 05:34:05.182600,
2045.8741455078125,53,2019-12-13 05:34:05.312444,
1923.4453125,53,2019-12-13 05:34:05.445786,
1992.5230712890625,53,2019-12-13 05:34:05.576122,-25104.220703125
1978.62060546875,53,2019-12-13 05:34:05.704494,
1803.234619140625,53,2019-12-13 05:34:05.833873,
1992.2786865234375,53,2019-12-13 05:34:05.956563,
1900.9971923828125,53,2019-12-13 05:34:06.080485,
1889.533447265625,53,2019-12-13 05:34:06.204600,
1879.0997314453125,53,2019-12-13 05:34:06.335814,
1786.2177734375,53,2019-12-13 05:34:06.459031,
1760.76318359375,53,2019-12-13 05:34:06.581035,
1801.455322265625,53,2019-12-13 05:34:06.710615,-24026.421875
1667.7271728515625,53,2019-12-13 05:34:06.829693,
1757.1510009765625,53,2019-12-13 05:34:06.945890,
1725.87158203125,53,2019-12-13 05:34:07.076460,
1695.1156005859375,53,2019-12-13 05:34:07.201495,
1660.359375,53,2019-12-13 05:34:07.326770,
1716.830322265625,53,2019-12-13 05:34:07.455591,
1695.3055419921875,53,2019-12-13 05:34:07.582203,
1635.5552978515625,53,2019-12-13 05:34:07.703494,
1605.5482177734375,53,2019-12-13 05:34:07.821628,-23041.328125
1687.9185791015625,53,2019-12-13 05:34:07.947050,
1683.472900390625,53,2019-12-13 05:34:08.070807,
1736.266357421875,53,2019-12-13 05:34:08.193412,
1569.2899169921875,53,2019-12-13 05:34:08.316189,
1586.40771484375,54,2019-12-13 05:34:08.452474,
1580.0096435546875,54,2019-12-13 05:34:08.577864,
1563.226318359375,54,2019-12-13 05:34:08.700747,
1538.43798828125,54,2019-12-13 05:34:08.828926,
1452.4246826171875,54,2019-12-13 05:34:08.952571,
1478.762939453125,54,2019-12-13 05:34:09.079466,
1466.482666015625,54,2019-12-13 05:34:09.208439,-22073.62109375
1521.379638671875,54,2019-12-13 05:34:09.334383,
1578.421875,54,2019-12-13 05:34:09.459047,
1489.342529296875,54,2019-12-13 05:34:09.578419,
1447.5672607421875,54,2019-12-13 05:34:09.705183,
1499.6707763671875,54,2019-12-13 05:34:09.831226,
1441.5867919921875,54,2019-12-13 05:34:09.953900,
1443.0093994140625,54,2019-12-13 05:34:10.076046,
1459.0638427734375,54,2019-12-13 05:34:10.199471,
1513.111083984375,54,2019-12-13 05:34:10.322084,-21411.150390625
1438.537841796875,54,2019-12-13 05:34:10.448627,
1423.9932861328125,54,2019-12-13 05:34:10.574428,
1458.47998046875,54,2019-12-13 05:34:10.698234,
1471.8194580078125,54,2019-12-13 05:34:10.817181,
1454.850341796875,54,2019-12-13 05:34:10.941365,
1399.8934326171875,54,2019-12-13 05:34:11.061027,
1592.4312744140625,54,2019-12-13 05:34:11.171868,
1571.4522705078125,54,2019-12-13 05:34:11.283247,
1408.3599853515625,54,2019-12-13 05:34:11.403598,-20907.484375
1382.7996826171875,54,2019-12-13 05:34:11.519654,
1344.7752685546875,54,2019-12-13 05:34:11.640466,
1496.8868408203125,54,2019-12-13 05:34:11.766032,
1421.2056884765625,54,2019-12-13 05:34:11.894652,
1417.0103759765625,54,2019-12-13 05:34:12.023173,
1410.672119140625,54,2019-12-13 05:34:12.152078,
1364.16259765625,54,2019-12-13 05:34:12.277719,
1388.739990234375,54,2019-12-13 05:34:12.399269,
1334.6514892578125,54,2019-12-13 05:34:12.520666,-20403.6875
1382.57763671875,54,2019-12-13 05:34:12.637329,
1376.4581298828125,54,2019-12-13 05:34:12.752682,
1367.6104736328125,54,2019-12-13 05:34:12.865266,
1389.212890625,54,2019-12-13 05:34:12.974868,
1300.4959716796875,54,2019-12-13 05:34:13.085762,
