d_loss,epoch,created_at,g_loss
416.58416748046875,19,2019-12-13 05:25:55.101016,
400.1234436035156,19,2019-12-13 05:25:55.201917,-10673.2578125
396.19427490234375,19,2019-12-13 05:25:55.319349,
388.76824951171875,19,2019-12-13 05:25:55.437513,
375.1715393066406,19,2019-12-13 05:25:55.563859,
389.2926940917969,19,2019-12-13 05:25:55.683598,
395.58087158203125,19,2019-12-13 05:25:55.800243,
415.1861267089844,19,2019-12-13 05:25:55.908675,
430.294921875,19,2019-12-13 05:25:56.022725,
408.8217468261719,19,2019-12-13 05:25:56.137066,
403.18023681640625,19,2019-12-13 05:25:56.255437,
414.3812255859375,19,2019-12-13 05:25:56.365786,
397.1305236816406,19,2019-12-13 05:25:56.475995,-10676.4306640625
398.1500244140625,19,2019-12-13 05:25:56.591423,
411.9508361816406,19,2019-12-13 05:25:56.702491,
421.12213134765625,19,2019-12-13 05:25:56.817417,
397.3605651855469,19,2019-12-13 05:25:56.928197,
388.4293518066406,19,2019-12-13 05:25:57.040809,
408.0906677246094,19,2019-12-13 05:25:57.152911,
417.2984313964844,19,2019-12-13 05:25:57.273205,
420.5899353027344,19,2019-12-13 05:25:57.391393,
388.0709533691406,19,2019-12-13 05:25:57.512954,
469.7491760253906,19,2019-12-13 05:25:57.636018,
456.3268737792969,19,2019-12-13 05:25:57.758147,-10682.8369140625
409.53607177734375,19,2019-12-13 05:25:57.877877,
402.122314453125,19,2019-12-13 05:25:58.003376,
377.0973815917969,19,2019-12-13 05:25:58.125512,
441.4918212890625,19,2019-12-13 05:25:58.249468,
425.0904846191406,19,2019-12-13 05:25:58.369845,
409.51971435546875,19,2019-12-13 05:25:58.493897,
419.8435974121094,19,2019-12-13 05:25:58.616333,
394.9913330078125,19,2019-12-13 05:25:58.733467,
424.4438171386719,19,2019-12-13 05:25:58.856565,
403.79217529296875,19,2019-12-13 05:25:58.975747,
402.5336608886719,19,2019-12-13 05:25:59.093086,-10682.44140625
416.6689453125,19,2019-12-13 05:25:59.206092,
411.474853515625,19,2019-12-13 05:25:59.322382,
431.0473937988281,19,2019-12-13 05:25:59.432788,
413.32965087890625,19,2019-12-13 05:25:59.546364,
401.4256286621094,19,2019-12-13 05:25:59.657020,
427.0838928222656,19,2019-12-13 05:25:59.781704,
401.24774169921875,19,2019-12-13 05:25:59.904723,
400.6031799316406,19,2019-12-13 05:26:00.029657,
406.8377990722656,19,2019-12-13 05:26:00.151163,
422.9546813964844,19,2019-12-13 05:26:00.273286,
