g_loss,d_loss,epoch,created_at
0.6952195167541504,0.67775958776474,0,2019-12-13 01:34:04.141915
0.5889179706573486,0.4120503067970276,0,2019-12-13 01:34:04.234110
0.3200097978115082,0.6520026326179504,0,2019-12-13 01:34:04.325646
0.3600143492221832,0.611133873462677,0,2019-12-13 01:34:04.470169
0.3621908724308014,0.6161243319511414,0,2019-12-13 01:34:04.597907
0.37256383895874023,0.6610695123672485,0,2019-12-13 01:34:04.703713
0.3310672640800476,0.7188422083854675,0,2019-12-13 01:34:04.839511
0.374735951423645,0.6829469799995422,0,2019-12-13 01:34:04.978966
0.3869783878326416,0.6970025897026062,0,2019-12-13 01:34:05.073385
0.35472750663757324,0.6999718546867371,0,2019-12-13 01:34:05.219035
0.4539070725440979,0.6375139951705933,0,2019-12-13 01:34:05.315537
0.2500268220901489,0.8252168893814087,0,2019-12-13 01:34:05.431181
0.4322129786014557,0.635679304599762,0,2019-12-13 01:34:05.548039
0.34484532475471497,0.6802176237106323,0,2019-12-13 01:34:05.675224
0.3962422013282776,0.6634429693222046,0,2019-12-13 01:34:05.783927
0.2909964323043823,0.7936004996299744,0,2019-12-13 01:34:05.923754
0.37369099259376526,0.6743756532669067,0,2019-12-13 01:34:06.020945
0.33661386370658875,0.7012736201286316,0,2019-12-13 01:34:06.155878
0.37447571754455566,0.6640570163726807,0,2019-12-13 01:34:06.257221
0.3720777630805969,0.6775037050247192,0,2019-12-13 01:34:06.352779
0.3436538577079773,0.7072411775588989,0,2019-12-13 01:34:06.448922
0.3120335638523102,0.7456214427947998,0,2019-12-13 01:34:06.536254
0.3850763738155365,0.645851194858551,0,2019-12-13 01:34:06.621054
0.3814661502838135,0.6562024354934692,0,2019-12-13 01:34:06.709828
0.35536205768585205,0.7081795334815979,0,2019-12-13 01:34:06.803567
0.31901422142982483,0.7665629386901855,0,2019-12-13 01:34:06.898064
0.38981765508651733,0.6567635536193848,0,2019-12-13 01:34:06.991904
0.28488555550575256,0.8237735629081726,0,2019-12-13 01:34:07.084716
0.23314985632896423,0.8642973303794861,0,2019-12-13 01:34:07.177145
0.3212105631828308,0.7677417993545532,0,2019-12-13 01:34:07.267964
0.362843781709671,0.709924042224884,0,2019-12-13 01:34:07.364983
0.2963144779205322,0.7650432586669922,0,2019-12-13 01:34:07.457119
0.26254165172576904,0.8355909585952759,0,2019-12-13 01:34:07.549963
0.4326561391353607,0.6447086334228516,0,2019-12-13 01:34:07.636670
0.40106311440467834,0.670527994632721,0,2019-12-13 01:34:07.723485
0.34457430243492126,0.7175076007843018,0,2019-12-13 01:34:07.821688
0.25245267152786255,0.8235688209533691,0,2019-12-13 01:34:07.915503
