d_loss,epoch,created_at
572.6310424804688,43,2019-12-13 05:31:41.829417
571.2522583007812,43,2019-12-13 05:31:41.964404
584.495849609375,43,2019-12-13 05:31:42.097589
594.1375122070312,43,2019-12-13 05:31:42.224413
612.46337890625,43,2019-12-13 05:31:42.353202
613.1785888671875,43,2019-12-13 05:31:42.478729
647.32275390625,43,2019-12-13 05:31:42.606083
678.160400390625,43,2019-12-13 05:31:42.737112
655.3261108398438,43,2019-12-13 05:31:42.872386
712.3615112304688,43,2019-12-13 05:31:43.001248
713.9075317382812,43,2019-12-13 05:31:43.124996
667.908935546875,43,2019-12-13 05:31:43.240895
777.4113159179688,43,2019-12-13 05:31:43.355237
760.0867309570312,43,2019-12-13 05:31:43.474135
784.3571166992188,43,2019-12-13 05:31:43.606710
792.5355834960938,43,2019-12-13 05:31:43.734094
770.5195922851562,43,2019-12-13 05:31:43.863751
790.7909545898438,43,2019-12-13 05:31:43.985838
858.7213134765625,43,2019-12-13 05:31:44.106038
786.2646484375,43,2019-12-13 05:31:44.223310
851.8422241210938,43,2019-12-13 05:31:44.342942
852.294921875,43,2019-12-13 05:31:44.458303
868.8162231445312,43,2019-12-13 05:31:44.582765
869.8269653320312,43,2019-12-13 05:31:44.706688
949.0848999023438,43,2019-12-13 05:31:44.832305
971.0455322265625,43,2019-12-13 05:31:44.953660
945.68017578125,43,2019-12-13 05:31:45.076502
969.4940185546875,43,2019-12-13 05:31:45.195393
1029.4298095703125,43,2019-12-13 05:31:45.314144
1078.1346435546875,43,2019-12-13 05:31:45.424925
1143.5235595703125,43,2019-12-13 05:31:45.544012
1020.1904907226562,43,2019-12-13 05:31:45.673011
1062.86669921875,44,2019-12-13 05:31:45.813025
1081.3929443359375,44,2019-12-13 05:31:45.940326
1096.509033203125,44,2019-12-13 05:31:46.063860
1116.588623046875,44,2019-12-13 05:31:46.182737
1087.664794921875,44,2019-12-13 05:31:46.307635
1121.7420654296875,44,2019-12-13 05:31:46.428584
1158.3065185546875,44,2019-12-13 05:31:46.542658
1281.851806640625,44,2019-12-13 05:31:46.658081
1307.238525390625,44,2019-12-13 05:31:46.776915
1232.190185546875,44,2019-12-13 05:31:46.906285
1270.6575927734375,44,2019-12-13 05:31:47.038860
1320.2308349609375,44,2019-12-13 05:31:47.166028
1283.5694580078125,44,2019-12-13 05:31:47.281684
1322.944580078125,44,2019-12-13 05:31:47.398018
1385.6029052734375,44,2019-12-13 05:31:47.511498
1420.974365234375,44,2019-12-13 05:31:47.634062
1393.5775146484375,44,2019-12-13 05:31:47.767558
1371.830322265625,44,2019-12-13 05:31:47.897978
1438.685302734375,44,2019-12-13 05:31:48.023615
1478.4461669921875,44,2019-12-13 05:31:48.158807
1479.626708984375,44,2019-12-13 05:31:48.292292
1479.129150390625,44,2019-12-13 05:31:48.417702
1738.3544921875,44,2019-12-13 05:31:48.535437
1725.6181640625,44,2019-12-13 05:31:48.659487
1566.892578125,44,2019-12-13 05:31:48.772401
1568.025390625,44,2019-12-13 05:31:48.886689
1537.9942626953125,44,2019-12-13 05:31:49.011005
1766.109130859375,44,2019-12-13 05:31:49.140273
1694.46728515625,44,2019-12-13 05:31:49.263946
1747.12548828125,44,2019-12-13 05:31:49.379303
1775.97412109375,44,2019-12-13 05:31:49.496279
1758.1593017578125,44,2019-12-13 05:31:49.610624
1789.55078125,44,2019-12-13 05:31:49.724836
1781.2725830078125,44,2019-12-13 05:31:49.840177
1870.816162109375,44,2019-12-13 05:31:49.954246
1866.213134765625,44,2019-12-13 05:31:50.070050
1891.10986328125,44,2019-12-13 05:31:50.186015
1926.99853515625,44,2019-12-13 05:31:50.314269
1848.8409423828125,44,2019-12-13 05:31:50.447497
1880.16259765625,44,2019-12-13 05:31:50.584819
1951.304931640625,44,2019-12-13 05:31:50.723556
1898.7373046875,44,2019-12-13 05:31:50.848255
1946.5728759765625,44,2019-12-13 05:31:50.971450
1983.7694091796875,44,2019-12-13 05:31:51.095188
2132.85107421875,44,2019-12-13 05:31:51.211396
2132.71142578125,44,2019-12-13 05:31:51.341105
2053.415283203125,44,2019-12-13 05:31:51.471577
2151.40966796875,44,2019-12-13 05:31:51.603569
2112.120361328125,44,2019-12-13 05:31:51.731995
2182.2880859375,44,2019-12-13 05:31:51.857743
2123.25732421875,44,2019-12-13 05:31:51.977749
2170.2333984375,44,2019-12-13 05:31:52.103714
2317.46826171875,44,2019-12-13 05:31:52.234038
2177.7841796875,44,2019-12-13 05:31:52.363899
2223.079833984375,44,2019-12-13 05:31:52.489404
2206.343017578125,44,2019-12-13 05:31:52.621458
2361.075927734375,44,2019-12-13 05:31:52.754977
2294.13427734375,44,2019-12-13 05:31:52.883166
2261.47998046875,44,2019-12-13 05:31:53.005507
2500.93505859375,44,2019-12-13 05:31:53.136670
2305.34716796875,44,2019-12-13 05:31:53.266706
2353.61474609375,44,2019-12-13 05:31:53.384022
2473.781494140625,44,2019-12-13 05:31:53.505357
2469.743896484375,44,2019-12-13 05:31:53.633569
2460.270751953125,44,2019-12-13 05:31:53.755322
2490.033447265625,44,2019-12-13 05:31:53.875474
2507.439453125,44,2019-12-13 05:31:53.999453
2517.719970703125,44,2019-12-13 05:31:54.121561
2585.54052734375,44,2019-12-13 05:31:54.237056
2661.455322265625,44,2019-12-13 05:31:54.358313
2578.943603515625,44,2019-12-13 05:31:54.478014
2705.212646484375,44,2019-12-13 05:31:54.606498
2699.519287109375,44,2019-12-13 05:31:54.723975
2562.97509765625,44,2019-12-13 05:31:54.837665
2809.33984375,44,2019-12-13 05:31:54.949015
2772.255126953125,44,2019-12-13 05:31:55.062181
2818.9873046875,44,2019-12-13 05:31:55.173702
2832.127197265625,44,2019-12-13 05:31:55.286470
2737.13818359375,44,2019-12-13 05:31:55.400793
2779.535888671875,44,2019-12-13 05:31:55.518752
2909.966064453125,44,2019-12-13 05:31:55.642522
2730.82861328125,44,2019-12-13 05:31:55.760988
2853.173828125,44,2019-12-13 05:31:55.874704
2830.1865234375,44,2019-12-13 05:31:56.001609
2861.80419921875,44,2019-12-13 05:31:56.124697
2843.890625,44,2019-12-13 05:31:56.248238
3004.283203125,44,2019-12-13 05:31:56.362606
3052.017333984375,44,2019-12-13 05:31:56.483163
2943.538818359375,44,2019-12-13 05:31:56.609150
2994.82080078125,44,2019-12-13 05:31:56.736320
3104.50390625,44,2019-12-13 05:31:56.868758
3190.4609375,44,2019-12-13 05:31:57.000677
3300.36669921875,44,2019-12-13 05:31:57.129245
3036.315185546875,44,2019-12-13 05:31:57.259325
3103.775146484375,45,2019-12-13 05:31:57.394292
3117.802490234375,45,2019-12-13 05:31:57.528416
3142.1591796875,45,2019-12-13 05:31:57.673830
3149.62548828125,45,2019-12-13 05:31:57.814809
3066.25244140625,45,2019-12-13 05:31:57.957262
3111.896484375,45,2019-12-13 05:31:58.093756
3172.798828125,45,2019-12-13 05:31:58.235991
3384.0400390625,45,2019-12-13 05:31:58.376845
3434.440673828125,45,2019-12-13 05:31:58.522122
3259.9208984375,45,2019-12-13 05:31:58.661835
3318.37646484375,45,2019-12-13 05:31:58.808163
3374.7021484375,45,2019-12-13 05:31:58.948198
3298.875,45,2019-12-13 05:31:59.089233
3353.005126953125,45,2019-12-13 05:31:59.227354
3461.841796875,45,2019-12-13 05:31:59.371723
3500.462646484375,45,2019-12-13 05:31:59.510394
3439.26806640625,45,2019-12-13 05:31:59.654853
3360.994384765625,45,2019-12-13 05:31:59.796057
3470.154296875,45,2019-12-13 05:31:59.940437
3513.607421875,45,2019-12-13 05:32:00.084177
3505.823974609375,45,2019-12-13 05:32:00.228817
3471.6865234375,45,2019-12-13 05:32:00.368399
3924.719970703125,45,2019-12-13 05:32:00.508660
3877.285888671875,45,2019-12-13 05:32:00.644725
3578.887939453125,45,2019-12-13 05:32:00.785639
3538.885009765625,45,2019-12-13 05:32:00.923804
3486.6240234375,45,2019-12-13 05:32:01.066320
3859.1845703125,45,2019-12-13 05:32:01.204645
3719.206298828125,45,2019-12-13 05:32:01.342314
3780.93798828125,45,2019-12-13 05:32:01.479518
3824.177490234375,45,2019-12-13 05:32:01.625320
3757.08056640625,45,2019-12-13 05:32:01.760684
3793.1015625,45,2019-12-13 05:32:01.903098
3752.500244140625,45,2019-12-13 05:32:02.041236
3894.68310546875,45,2019-12-13 05:32:02.181389
3848.977294921875,45,2019-12-13 05:32:02.323099
3880.046630859375,45,2019-12-13 05:32:02.466573
3913.138671875,45,2019-12-13 05:32:02.603942
3759.551025390625,45,2019-12-13 05:32:02.747972
3792.038330078125,45,2019-12-13 05:32:02.887318
3894.654296875,45,2019-12-13 05:32:03.034353
3776.285888671875,45,2019-12-13 05:32:03.175384
3849.635009765625,45,2019-12-13 05:32:03.316420
3868.15478515625,45,2019-12-13 05:32:03.454975
4093.808349609375,45,2019-12-13 05:32:03.592949
4059.2119140625,45,2019-12-13 05:32:03.733094
3924.5283203125,45,2019-12-13 05:32:03.875369
4043.342529296875,45,2019-12-13 05:32:04.013728
3977.099609375,45,2019-12-13 05:32:04.156406
4059.30126953125,45,2019-12-13 05:32:04.283966
3962.439697265625,45,2019-12-13 05:32:04.417008
3999.8095703125,45,2019-12-13 05:32:04.543951
4211.99169921875,45,2019-12-13 05:32:04.675212
3957.238525390625,45,2019-12-13 05:32:04.805675
4023.86376953125,45,2019-12-13 05:32:04.935984
3973.89306640625,45,2019-12-13 05:32:05.072173
4198.0732421875,45,2019-12-13 05:32:05.209094
4063.3759765625,45,2019-12-13 05:32:05.340009
4018.660400390625,45,2019-12-13 05:32:05.474326
4342.0361328125,45,2019-12-13 05:32:05.606962
4037.596923828125,45,2019-12-13 05:32:05.745444
4074.760986328125,45,2019-12-13 05:32:05.879018
4241.6982421875,45,2019-12-13 05:32:06.012394
4203.0185546875,45,2019-12-13 05:32:06.144337
4178.7705078125,45,2019-12-13 05:32:06.283180
4192.60107421875,45,2019-12-13 05:32:06.415916
4210.08740234375,45,2019-12-13 05:32:06.553796
4195.9658203125,45,2019-12-13 05:32:06.686252
4284.69287109375,45,2019-12-13 05:32:06.822105
4358.72998046875,45,2019-12-13 05:32:06.954445
4234.6904296875,45,2019-12-13 05:32:07.092105
4368.7373046875,45,2019-12-13 05:32:07.223917
4357.9306640625,45,2019-12-13 05:32:07.357772
4125.23779296875,45,2019-12-13 05:32:07.491090
4474.3095703125,45,2019-12-13 05:32:07.624503
4398.41552734375,45,2019-12-13 05:32:07.756169
4464.4931640625,45,2019-12-13 05:32:07.891658
4437.36376953125,45,2019-12-13 05:32:08.029393
4305.322265625,45,2019-12-13 05:32:08.166091
4340.078125,45,2019-12-13 05:32:08.300462
4498.7080078125,45,2019-12-13 05:32:08.444559
4215.521484375,45,2019-12-13 05:32:08.579580
4376.599609375,45,2019-12-13 05:32:08.713543
4314.8505859375,45,2019-12-13 05:32:08.847511
4364.5244140625,45,2019-12-13 05:32:08.983395
4306.0625,45,2019-12-13 05:32:09.116208
4526.0927734375,45,2019-12-13 05:32:09.250814
4571.2646484375,45,2019-12-13 05:32:09.386449
4393.75048828125,45,2019-12-13 05:32:09.521897
4441.4267578125,45,2019-12-13 05:32:09.654285
4585.3271484375,45,2019-12-13 05:32:09.793122
4644.51953125,45,2019-12-13 05:32:09.925006
4786.7236328125,45,2019-12-13 05:32:10.060826
4407.9912109375,45,2019-12-13 05:32:10.191665
4488.5654296875,46,2019-12-13 05:32:10.327533
4508.53955078125,46,2019-12-13 05:32:10.461533
4527.771484375,46,2019-12-13 05:32:10.592329
4556.7001953125,46,2019-12-13 05:32:10.722672
4416.0625,46,2019-12-13 05:32:10.855196
4462.3857421875,46,2019-12-13 05:32:10.990648
4515.5068359375,46,2019-12-13 05:32:11.124128
4770.84326171875,46,2019-12-13 05:32:11.255903
4766.650390625,46,2019-12-13 05:32:11.385588
4553.3701171875,46,2019-12-13 05:32:11.516972
4610.8037109375,46,2019-12-13 05:32:11.651458
4688.28515625,46,2019-12-13 05:32:11.784182
4554.0458984375,46,2019-12-13 05:32:11.915180
4624.5322265625,46,2019-12-13 05:32:12.047661
4735.1357421875,46,2019-12-13 05:32:12.178558
4794.1982421875,46,2019-12-13 05:32:12.311711
4665.60009765625,46,2019-12-13 05:32:12.442485
4570.1904296875,46,2019-12-13 05:32:12.573683
4679.23779296875,46,2019-12-13 05:32:12.702881
4734.93798828125,46,2019-12-13 05:32:12.833484
4691.8154296875,46,2019-12-13 05:32:12.968279
4664.95703125,46,2019-12-13 05:32:13.098303
5194.4228515625,46,2019-12-13 05:32:13.227605
5141.58154296875,46,2019-12-13 05:32:13.360936
4730.5869140625,46,2019-12-13 05:32:13.491206
4673.49169921875,46,2019-12-13 05:32:13.619598
4591.9541015625,46,2019-12-13 05:32:13.760095
5037.4287109375,46,2019-12-13 05:32:13.911981
4844.59765625,46,2019-12-13 05:32:14.057576
4926.1591796875,46,2019-12-13 05:32:14.225607
4944.52734375,46,2019-12-13 05:32:14.420547
4865.15869140625,46,2019-12-13 05:32:14.609661
4884.1142578125,46,2019-12-13 05:32:14.797139
4835.201171875,46,2019-12-13 05:32:14.981753
4984.49658203125,46,2019-12-13 05:32:15.147815
4931.73486328125,46,2019-12-13 05:32:15.307852
4937.66650390625,46,2019-12-13 05:32:15.460005
4986.21240234375,46,2019-12-13 05:32:15.646666
4768.07763671875,46,2019-12-13 05:32:15.818046
4811.5166015625,46,2019-12-13 05:32:16.050543
4902.21923828125,46,2019-12-13 05:32:16.196171
4767.091796875,46,2019-12-13 05:32:16.328435
4825.75146484375,46,2019-12-13 05:32:16.458984
4853.751953125,46,2019-12-13 05:32:16.592657
5097.146484375,46,2019-12-13 05:32:16.724057
5053.1123046875,46,2019-12-13 05:32:16.857749
4871.55322265625,46,2019-12-13 05:32:16.988527
5013.7978515625,46,2019-12-13 05:32:17.122935
4901.7353515625,46,2019-12-13 05:32:17.256145
5002.28515625,46,2019-12-13 05:32:17.390289
4862.4384765625,46,2019-12-13 05:32:17.530346
4906.15380859375,46,2019-12-13 05:32:17.668114
5134.2841796875,46,2019-12-13 05:32:17.803539
4836.75634765625,46,2019-12-13 05:32:17.937590
4896.18310546875,46,2019-12-13 05:32:18.069015
4839.1875,46,2019-12-13 05:32:18.208223
5069.8994140625,46,2019-12-13 05:32:18.338426
4916.5634765625,46,2019-12-13 05:32:18.469713
4837.7177734375,46,2019-12-13 05:32:18.600909
5224.97265625,46,2019-12-13 05:32:18.732143
4845.4287109375,46,2019-12-13 05:32:18.864437
4891.9951171875,46,2019-12-13 05:32:18.996062
5065.50927734375,46,2019-12-13 05:32:19.129488
5022.09765625,46,2019-12-13 05:32:19.259379
4969.7490234375,46,2019-12-13 05:32:19.387594
4992.89892578125,46,2019-12-13 05:32:19.515435
4991.10546875,46,2019-12-13 05:32:19.646497
4976.1572265625,46,2019-12-13 05:32:19.776609
5048.0146484375,46,2019-12-13 05:32:19.907355
5136.7783203125,46,2019-12-13 05:32:20.038412
4969.40283203125,46,2019-12-13 05:32:20.176372
5132.484375,46,2019-12-13 05:32:20.308457
5099.85107421875,46,2019-12-13 05:32:20.440013
4832.154296875,46,2019-12-13 05:32:20.573853
5209.05517578125,46,2019-12-13 05:32:20.708820
5133.3359375,46,2019-12-13 05:32:20.847923
5185.2880859375,46,2019-12-13 05:32:20.986633
5161.384765625,46,2019-12-13 05:32:21.122487
4978.8916015625,46,2019-12-13 05:32:21.258448
5030.38720703125,46,2019-12-13 05:32:21.393411
5192.662109375,46,2019-12-13 05:32:21.532780
4878.1552734375,46,2019-12-13 05:32:21.667304
5037.43994140625,46,2019-12-13 05:32:21.795934
4968.51123046875,46,2019-12-13 05:32:21.933440
5012.7470703125,46,2019-12-13 05:32:22.062057
4942.87890625,46,2019-12-13 05:32:22.189508
5163.8193359375,46,2019-12-13 05:32:22.323601
5222.93359375,46,2019-12-13 05:32:22.457732
4999.93994140625,46,2019-12-13 05:32:22.587115
5071.5634765625,46,2019-12-13 05:32:22.712825
5213.146484375,46,2019-12-13 05:32:22.839930
5280.48388671875,46,2019-12-13 05:32:22.967538
5411.0107421875,46,2019-12-13 05:32:23.092230
4998.39501953125,46,2019-12-13 05:32:23.219123
5075.03271484375,47,2019-12-13 05:32:23.356816
5081.81689453125,47,2019-12-13 05:32:23.488277
5113.51953125,47,2019-12-13 05:32:23.616674
5121.08203125,47,2019-12-13 05:32:23.742154
4964.98291015625,47,2019-12-13 05:32:23.871418
4991.86279296875,47,2019-12-13 05:32:23.998679
5066.60205078125,47,2019-12-13 05:32:24.127510
5330.48486328125,47,2019-12-13 05:32:24.253382
5332.583984375,47,2019-12-13 05:32:24.380470
5070.39453125,47,2019-12-13 05:32:24.507565
5142.2255859375,47,2019-12-13 05:32:24.638501
5212.7021484375,47,2019-12-13 05:32:24.761260
5071.31640625,47,2019-12-13 05:32:24.881947
5131.625,47,2019-12-13 05:32:25.007710
5258.13330078125,47,2019-12-13 05:32:25.136308
5300.89599609375,47,2019-12-13 05:32:25.263291
5180.3056640625,47,2019-12-13 05:32:25.392477
5046.85400390625,47,2019-12-13 05:32:25.520967
5168.16259765625,47,2019-12-13 05:32:25.650418
5208.54296875,47,2019-12-13 05:32:25.778854
5183.0546875,47,2019-12-13 05:32:25.914455
5120.4072265625,47,2019-12-13 05:32:26.037246
5706.5400390625,47,2019-12-13 05:32:26.176437
5630.0302734375,47,2019-12-13 05:32:26.308681
5209.30712890625,47,2019-12-13 05:32:26.442526
5127.5556640625,47,2019-12-13 05:32:26.573188
5034.80859375,47,2019-12-13 05:32:26.706714
5499.31494140625,47,2019-12-13 05:32:26.842399
5292.037109375,47,2019-12-13 05:32:26.978380
5366.2060546875,47,2019-12-13 05:32:27.107906
5384.95654296875,47,2019-12-13 05:32:27.247296
5282.486328125,47,2019-12-13 05:32:27.381528
5325.15576171875,47,2019-12-13 05:32:27.515787
5252.22900390625,47,2019-12-13 05:32:27.648713
5422.17333984375,47,2019-12-13 05:32:27.779561
5336.9658203125,47,2019-12-13 05:32:27.911223
5344.9921875,47,2019-12-13 05:32:28.045244
5386.43896484375,47,2019-12-13 05:32:28.177471
5158.6279296875,47,2019-12-13 05:32:28.314700
5187.7392578125,47,2019-12-13 05:32:28.447620
5291.9150390625,47,2019-12-13 05:32:28.585831
5136.9384765625,47,2019-12-13 05:32:28.717997
5213.580078125,47,2019-12-13 05:32:28.852216
5220.904296875,47,2019-12-13 05:32:28.983651
5492.1767578125,47,2019-12-13 05:32:29.115595
5421.7451171875,47,2019-12-13 05:32:29.243856
5233.17333984375,47,2019-12-13 05:32:29.372625
5369.19189453125,47,2019-12-13 05:32:29.500878
5257.6875,47,2019-12-13 05:32:29.636411
5336.0087890625,47,2019-12-13 05:32:29.766642
5218.52197265625,47,2019-12-13 05:32:29.904753
5245.38232421875,47,2019-12-13 05:32:30.035363
5506.4091796875,47,2019-12-13 05:32:30.168668
5162.1728515625,47,2019-12-13 05:32:30.300996
5222.791015625,47,2019-12-13 05:32:30.437945
5140.6201171875,47,2019-12-13 05:32:30.565873
5407.21728515625,47,2019-12-13 05:32:30.696147
5226.111328125,47,2019-12-13 05:32:30.825398
5146.1455078125,47,2019-12-13 05:32:30.957438
5543.52685546875,47,2019-12-13 05:32:31.087990
5161.4384765625,47,2019-12-13 05:32:31.221524
5196.427734375,47,2019-12-13 05:32:31.358076
5383.65771484375,47,2019-12-13 05:32:31.495394
5313.25244140625,47,2019-12-13 05:32:31.634908
5263.29638671875,47,2019-12-13 05:32:31.772063
5275.16943359375,47,2019-12-13 05:32:31.903755
5280.26611328125,47,2019-12-13 05:32:32.034841
5248.8173828125,47,2019-12-13 05:32:32.170060
5344.69970703125,47,2019-12-13 05:32:32.305508
5419.67919921875,47,2019-12-13 05:32:32.441871
5250.55078125,47,2019-12-13 05:32:32.587945
5399.96923828125,47,2019-12-13 05:32:32.720894
5385.47412109375,47,2019-12-13 05:32:32.856933
5081.93701171875,47,2019-12-13 05:32:32.992555
5495.6220703125,47,2019-12-13 05:32:33.128410
5393.57421875,47,2019-12-13 05:32:33.263649
5459.3037109375,47,2019-12-13 05:32:33.398930
5417.21142578125,47,2019-12-13 05:32:33.533316
5237.76611328125,47,2019-12-13 05:32:33.671339
5267.35302734375,47,2019-12-13 05:32:33.801615
5448.56884765625,47,2019-12-13 05:32:33.941733
5101.93115234375,47,2019-12-13 05:32:34.076548
5284.74853515625,47,2019-12-13 05:32:34.208974
5195.99951171875,47,2019-12-13 05:32:34.340221
5249.1357421875,47,2019-12-13 05:32:34.473627
5163.478515625,47,2019-12-13 05:32:34.603413
5410.8671875,47,2019-12-13 05:32:34.731011
5455.5712890625,47,2019-12-13 05:32:34.865238
5226.86962890625,47,2019-12-13 05:32:34.997625
5283.537109375,47,2019-12-13 05:32:35.126513
5438.431640625,47,2019-12-13 05:32:35.269767
5492.6533203125,47,2019-12-13 05:32:35.408644
5656.25927734375,47,2019-12-13 05:32:35.543807
5198.2470703125,47,2019-12-13 05:32:35.678735
5282.09033203125,48,2019-12-13 05:32:35.811583
5303.87548828125,48,2019-12-13 05:32:35.941025
5321.53955078125,48,2019-12-13 05:32:36.067228
5331.78857421875,48,2019-12-13 05:32:36.193056
5148.7490234375,48,2019-12-13 05:32:36.327221
5200.693359375,48,2019-12-13 05:32:36.461287
5261.556640625,48,2019-12-13 05:32:36.596540
5555.05322265625,48,2019-12-13 05:32:36.722023
5534.6083984375,48,2019-12-13 05:32:36.839278
5272.169921875,48,2019-12-13 05:32:36.963211
5331.53759765625,48,2019-12-13 05:32:37.091684
5414.5361328125,48,2019-12-13 05:32:37.220899
5245.31689453125,48,2019-12-13 05:32:37.348004
5314.849609375,48,2019-12-13 05:32:37.475772
5435.6171875,48,2019-12-13 05:32:37.594380
5501.99462890625,48,2019-12-13 05:32:37.721327
5367.7236328125,48,2019-12-13 05:32:37.850342
5239.73193359375,48,2019-12-13 05:32:37.979865
5338.53515625,48,2019-12-13 05:32:38.104363
5392.2041015625,48,2019-12-13 05:32:38.223755
5341.95556640625,48,2019-12-13 05:32:38.360493
5289.62646484375,48,2019-12-13 05:32:38.490786
5873.458984375,48,2019-12-13 05:32:38.614361
5813.966796875,48,2019-12-13 05:32:38.740150
5352.30859375,48,2019-12-13 05:32:38.865312
5297.93798828125,48,2019-12-13 05:32:38.992358
5187.3037109375,48,2019-12-13 05:32:39.116415
5684.0302734375,48,2019-12-13 05:32:39.238029
5444.58203125,48,2019-12-13 05:32:39.352406
5540.6025390625,48,2019-12-13 05:32:39.470519
5539.86962890625,48,2019-12-13 05:32:39.592145
5452.95263671875,48,2019-12-13 05:32:39.709322
5464.8583984375,48,2019-12-13 05:32:39.823839
5412.6484375,48,2019-12-13 05:32:39.939483
5569.79052734375,48,2019-12-13 05:32:40.054871
5498.466796875,48,2019-12-13 05:32:40.181855
5489.6748046875,48,2019-12-13 05:32:40.315377
5545.11328125,48,2019-12-13 05:32:40.451211
5286.7626953125,48,2019-12-13 05:32:40.581181
5334.412109375,48,2019-12-13 05:32:40.712229
5423.96337890625,48,2019-12-13 05:32:40.839056
5274.34716796875,48,2019-12-13 05:32:40.955157
5347.8369140625,48,2019-12-13 05:32:41.069604
5366.029296875,48,2019-12-13 05:32:41.186463
5625.84228515625,48,2019-12-13 05:32:41.304286
5565.80810546875,48,2019-12-13 05:32:41.428013
5355.58154296875,48,2019-12-13 05:32:41.544797
5505.7705078125,48,2019-12-13 05:32:41.661236
5373.37939453125,48,2019-12-13 05:32:41.781910
5479.9169921875,48,2019-12-13 05:32:41.896773
5330.1357421875,48,2019-12-13 05:32:42.015645
5371.45947265625,48,2019-12-13 05:32:42.132960
5626.68359375,48,2019-12-13 05:32:42.255150
5285.19091796875,48,2019-12-13 05:32:42.379769
5331.42236328125,48,2019-12-13 05:32:42.494443
5269.4990234375,48,2019-12-13 05:32:42.611469
5524.908203125,48,2019-12-13 05:32:42.727687
5353.37109375,48,2019-12-13 05:32:42.845107
5249.3818359375,48,2019-12-13 05:32:42.960257
5672.2060546875,48,2019-12-13 05:32:43.077530
5256.51416015625,48,2019-12-13 05:32:43.203059
5313.6630859375,48,2019-12-13 05:32:43.330169
5489.23828125,48,2019-12-13 05:32:43.448267
5433.76708984375,48,2019-12-13 05:32:43.564176
5370.64794921875,48,2019-12-13 05:32:43.677296
5398.0966796875,48,2019-12-13 05:32:43.792844
5385.12451171875,48,2019-12-13 05:32:43.906277
5362.8017578125,48,2019-12-13 05:32:44.024292
5445.685546875,48,2019-12-13 05:32:44.139326
5534.6005859375,48,2019-12-13 05:32:44.257352
5347.1591796875,48,2019-12-13 05:32:44.378212
